#com.redshiftdev.Sync-Solver-Health-Export (2.3.31),,
in-bed-start-date-time,in-bed-end-date-time,minutes-in-bed
2018-08-20T11:32:00-04:00,2018-08-20T13:00:00-04:00,88
2018-08-20T22:13:31-04:00,2018-08-21T11:34:00-04:00,800.473
2018-08-21T22:26:54-04:00,2018-08-22T07:36:00-04:00,549.093
2018-08-22T11:45:00-04:00,2018-08-22T12:47:00-04:00,62
2018-08-22T22:35:36-04:00,2018-08-23T07:28:00-04:00,532.392
2018-08-23T22:43:59-04:00,2018-08-24T08:01:00-04:00,557.012
2018-08-25T00:15:00-04:00,2018-08-25T10:14:00-04:00,599
2018-08-25T16:20:00-04:00,2018-08-25T17:00:00-04:00,40
2018-08-26T02:30:00-04:00,2018-08-26T17:00:00-04:00,870
2018-08-27T01:01:00-04:00,2018-08-27T12:46:00-04:00,705
2018-08-27T23:55:00-04:00,2018-08-28T07:46:00-04:00,470.993
2018-08-29T01:10:00-04:00,2018-08-29T08:14:00-04:00,424
2018-08-30T02:15:00-04:00,2018-08-30T09:29:00-04:00,434
2018-08-30T21:57:00-04:00,2018-08-31T13:14:00-04:00,917
2018-09-01T02:30:00-04:00,2018-09-01T11:41:00-04:00,551
2018-09-02T00:59:00-04:00,2018-09-02T14:15:00-04:00,796
2018-09-03T00:30:00-04:00,2018-09-03T10:32:00-04:00,602
2018-09-04T04:31:00-04:00,2018-09-04T10:42:00-04:00,371
2018-09-05T00:35:27-04:00,2018-09-05T07:44:00-04:00,428.54
2018-09-05T22:58:10-04:00,2018-09-06T06:26:00-04:00,447.823
2018-09-06T11:45:00-04:00,2018-09-06T11:59:00-04:00,14
2018-09-06T22:47:00-04:00,2018-09-07T10:48:00-04:00,721
2018-09-08T01:34:00-04:00,2018-09-08T08:59:00-04:00,445
2018-09-10T11:01:00-04:00,2018-09-10T12:50:00-04:00,109
2018-09-10T22:37:20-04:00,2018-09-11T06:27:00-04:00,469.661
2018-09-11T22:39:47-04:00,2018-09-12T11:29:00-04:00,769.211
2018-09-12T23:12:11-04:00,2018-09-13T12:12:00-04:00,779.816
2018-09-13T23:36:00-04:00,2018-09-14T11:12:00-04:00,696
2018-09-15T00:27:55-04:00,2018-09-15T07:44:00-04:00,436.073
2018-09-15T15:45:00-04:00,2018-09-15T17:30:00-04:00,105
2018-09-16T00:15:00-04:00,2018-09-16T07:27:00-04:00,432
2018-09-16T21:29:13-04:00,2018-09-17T06:43:00-04:00,553.78
2018-09-17T21:30:38-04:00,2018-09-18T11:32:00-04:00,841.355
2018-09-18T22:52:00-04:00,2018-09-19T10:30:00-04:00,698
2018-09-20T00:23:00-04:00,2018-09-20T07:00:00-04:00,397
2018-09-20T11:22:00-04:00,2018-09-20T11:57:00-04:00,35
2018-09-20T22:47:41-04:00,2018-09-21T05:15:00-04:00,387.305
2018-09-22T01:41:00-04:00,2018-09-22T08:01:00-04:00,380
2018-09-23T23:26:00-04:00,2018-09-23T23:45:00-04:00,19
2018-09-24T08:40:00-04:00,2018-09-24T12:00:00-04:00,200
2018-09-24T17:23:00-04:00,2018-09-24T22:33:00-04:00,310
2018-09-25T10:25:00-04:00,2018-09-25T11:01:00-04:00,36
2018-09-25T14:40:00-04:00,2018-09-25T21:42:00-04:00,422
2018-09-26T10:45:00-04:00,2018-09-26T11:14:00-04:00,29
2018-09-26T15:05:00-04:00,2018-09-26T22:19:00-04:00,434
2018-09-27T16:56:00-04:00,2018-09-27T21:31:00-04:00,275
2018-09-28T14:00:00-04:00,2018-09-28T23:45:00-04:00,585
2018-09-29T14:12:00-04:00,2018-09-29T23:13:00-04:00,541
2018-09-30T14:00:00-04:00,2018-10-01T01:00:00-04:00,660
2018-10-01T13:30:00-04:00,2018-10-01T13:45:00-04:00,15
2018-10-01T17:59:00-04:00,2018-10-01T23:58:00-04:00,359
2018-10-02T16:01:00-04:00,2018-10-03T05:14:00-04:00,793
2018-10-03T21:06:00-04:00,2018-10-04T00:56:00-04:00,230
2018-10-04T14:43:00-04:00,2018-10-04T20:59:59-04:00,376.983
2018-10-04T21:10:00-04:00,2018-10-04T23:43:00-04:00,153
2018-10-06T04:45:00-04:00,2018-10-06T06:00:00-04:00,75
2018-10-06T19:00:00-04:00,2018-10-06T19:15:00-04:00,15
2018-10-06T21:00:00-04:00,2018-10-07T08:00:00-04:00,660
2018-10-07T21:08:00-04:00,2018-10-08T08:05:00-04:00,657
2018-10-08T16:57:00-04:00,2018-10-08T17:27:00-04:00,30
2018-10-08T22:15:00-04:00,2018-10-09T08:12:00-04:00,597
2018-10-09T22:48:00-04:00,2018-10-10T06:59:00-04:00,491
2018-10-11T00:29:00-04:00,2018-10-11T08:14:00-04:00,465
2018-10-11T14:38:00-04:00,2018-10-11T16:15:00-04:00,97
2018-10-11T22:21:16-04:00,2018-10-12T08:58:00-04:00,636.719
2018-10-12T16:59:00-04:00,2018-10-12T18:05:00-04:00,66
2018-10-13T00:24:00-04:00,2018-10-13T07:58:00-04:00,454
2018-10-14T01:28:00-04:00,2018-10-14T11:56:00-04:00,628
2018-10-15T01:29:19-04:00,2018-10-15T13:23:00-04:00,713.682
2018-10-15T22:58:56-04:00,2018-10-16T11:59:00-04:00,780.067
2018-10-16T23:32:48-04:00,2018-10-17T09:59:00-04:00,626.188
2018-10-18T00:55:00-04:00,2018-10-18T10:59:00-04:00,604
2018-10-19T01:43:00-04:00,2018-10-19T05:31:00-04:00,228
2018-10-19T11:12:00-04:00,2018-10-19T12:29:00-04:00,77
2018-10-19T23:33:37-04:00,2018-10-20T06:30:00-04:00,416.377
2018-10-20T13:24:00-04:00,2018-10-20T15:28:00-04:00,124
2018-10-21T01:34:00-04:00,2018-10-21T10:15:00-04:00,521
2018-10-21T23:29:09-04:00,2018-10-22T08:00:00-04:00,510.841
2018-10-22T16:51:00-04:00,2018-10-22T17:33:00-04:00,42
2018-10-23T01:15:19-04:00,2018-10-23T10:30:00-04:00,554.677
2018-10-23T22:25:28-04:00,2018-10-24T12:16:00-04:00,830.519
2018-10-24T21:58:17-04:00,2018-10-25T11:45:00-04:00,826.706
2018-10-26T00:58:00-04:00,2018-10-26T11:43:00-04:00,645
2018-10-27T01:40:00-04:00,2018-10-27T11:12:00-04:00,572
2018-10-28T00:32:00-04:00,2018-10-28T10:22:00-04:00,590
2018-10-29T01:08:29-04:00,2018-10-29T07:50:00-04:00,401.515
2018-10-29T21:45:00-04:00,2018-10-30T08:14:00-04:00,629
2018-10-31T03:30:00-04:00,2018-10-31T12:29:00-04:00,539
2018-11-01T00:12:00-04:00,2018-11-01T08:28:00-04:00,496
2018-11-02T00:20:00-04:00,2018-11-02T12:27:00-04:00,727
2018-11-03T00:55:00-04:00,2018-11-03T10:12:00-04:00,557
2018-11-04T00:30:25-04:00,2018-11-04T10:29:00-05:00,658.576
2018-11-04T21:31:59-05:00,2018-11-05T12:00:00-05:00,868.005
2018-11-06T02:46:00-05:00,2018-11-06T14:31:00-05:00,705
2018-11-06T22:25:32-05:00,2018-11-07T07:32:00-05:00,546.458
2018-11-08T00:05:00-05:00,2018-11-08T12:13:00-05:00,728
2018-11-08T23:01:47-05:00,2018-11-09T07:31:00-05:00,509.202
2018-11-10T02:15:00-05:00,2018-11-10T10:42:00-05:00,507
2018-11-11T03:11:00-05:00,2018-11-11T12:51:00-05:00,580
2018-11-11T23:21:46-05:00,2018-11-12T07:58:00-05:00,516.227
2018-11-12T21:50:45-05:00,2018-11-13T07:48:00-05:00,597.242
2018-11-13T23:12:25-05:00,2018-11-14T07:59:00-05:00,526.577
2018-11-14T23:27:08-05:00,2018-11-15T11:14:00-05:00,706.856
2018-11-16T01:45:00-05:00,2018-11-16T12:15:00-05:00,630
2018-11-17T02:30:00-05:00,2018-11-17T09:11:00-05:00,401
2018-11-18T00:24:00-05:00,2018-11-18T10:31:00-05:00,607
2018-11-18T23:58:00-05:00,2018-11-19T10:18:00-05:00,620
2018-11-20T00:58:00-05:00,2018-11-20T08:06:00-05:00,428
2018-11-21T02:36:00-05:00,2018-11-21T09:06:00-05:00,390
2018-11-22T03:09:00-05:00,2018-11-22T08:58:00-05:00,349
2018-11-23T01:15:00-05:00,2018-11-23T10:41:00-05:00,566
2018-11-24T03:00:00-05:00,2018-11-24T10:00:00-05:00,420
2018-11-25T02:42:00-05:00,2018-11-25T10:28:00-05:00,466
2018-11-25T23:16:44-05:00,2018-11-26T08:30:00-05:00,553.26
2018-11-27T00:31:48-05:00,2018-11-27T08:02:00-05:00,450.197
2018-11-28T00:39:30-05:00,2018-11-28T08:13:00-05:00,453.494
2018-11-29T00:54:24-05:00,2018-11-29T08:29:00-05:00,454.59
2018-11-30T00:43:00-05:00,2018-11-30T08:35:00-05:00,472
2018-11-30T22:42:05-05:00,2018-12-01T08:30:00-05:00,587.906
2018-12-01T13:26:00-05:00,2018-12-01T14:00:00-05:00,34
2018-12-02T02:39:00-05:00,2018-12-02T13:14:00-05:00,635
2018-12-03T01:31:00-05:00,2018-12-03T11:59:00-05:00,628
2018-12-03T22:30:38-05:00,2018-12-04T08:01:00-05:00,570.352
2018-12-04T13:19:00-05:00,2018-12-04T14:08:00-05:00,49
2018-12-04T22:02:10-05:00,2018-12-05T04:31:00-05:00,388.819
2018-12-05T22:40:24-05:00,2018-12-06T12:27:00-05:00,826.583
2018-12-06T22:13:07-05:00,2018-12-07T07:30:00-05:00,556.875
2018-12-08T02:22:00-05:00,2018-12-08T08:29:00-05:00,367
2018-12-09T00:50:00-05:00,2018-12-09T10:01:00-05:00,551
2018-12-10T00:15:00-05:00,2018-12-10T08:03:00-05:00,468
2018-12-10T13:59:00-05:00,2018-12-10T15:01:00-05:00,62
2018-12-11T00:00:00-05:00,2018-12-11T08:20:00-05:00,500
2018-12-12T00:32:33-05:00,2018-12-12T11:29:00-05:00,656.443
2018-12-13T00:20:37-05:00,2018-12-13T11:50:00-05:00,689.374
2018-12-13T23:31:31-05:00,2018-12-14T11:29:00-05:00,717.472
2018-12-15T00:57:00-05:00,2018-12-15T10:11:00-05:00,554
2018-12-16T02:01:00-05:00,2018-12-16T09:47:00-05:00,466
2018-12-16T23:06:41-05:00,2018-12-17T07:28:00-05:00,501.309
2018-12-17T12:00:00-05:00,2018-12-17T14:28:00-05:00,148
2018-12-17T23:03:00-05:00,2018-12-18T08:28:00-05:00,565
2018-12-19T02:14:00-05:00,2018-12-19T12:00:00-05:00,586
2018-12-19T22:45:47-05:00,2018-12-20T08:28:00-05:00,582.204
2018-12-20T23:19:23-05:00,2018-12-21T08:28:00-05:00,548.603
2018-12-22T01:51:00-05:00,2018-12-22T12:45:00-05:00,654
2018-12-23T01:34:30-05:00,2018-12-23T11:27:00-05:00,592.489
2018-12-24T01:30:00-05:00,2018-12-24T12:29:00-05:00,659
2018-12-25T03:28:00-05:00,2018-12-25T11:30:00-05:00,482
2018-12-26T02:57:00-05:00,2018-12-26T10:27:00-05:00,450
2018-12-27T02:13:00-05:00,2018-12-27T12:20:00-05:00,607
2018-12-27T23:02:23-05:00,2018-12-28T11:12:00-05:00,729.617
2018-12-29T01:36:00-05:00,2018-12-29T10:00:00-05:00,504
2018-12-30T00:03:00-05:00,2018-12-30T16:12:00-05:00,969
2018-12-31T04:30:00-05:00,2018-12-31T11:11:00-05:00,401
2019-01-01T01:50:00-05:00,2019-01-01T12:42:00-05:00,652
2019-01-02T03:41:00-05:00,2019-01-02T10:59:00-05:00,438
2019-01-02T23:50:00-05:00,2019-01-03T10:19:00-05:00,629
2019-01-04T01:41:30-05:00,2019-01-04T12:41:00-05:00,659.484
2019-01-04T17:28:00-05:00,2019-01-04T18:00:00-05:00,32
2019-01-05T02:10:00-05:00,2019-01-05T14:21:00-05:00,731
2019-01-06T04:23:00-05:00,2019-01-06T13:28:00-05:00,545
2019-01-06T22:37:38-05:00,2019-01-07T04:59:00-05:00,381.351
2019-01-08T02:42:00-05:00,2019-01-08T07:51:00-05:00,309
2019-01-08T13:03:00-05:00,2019-01-08T13:42:00-05:00,39
2019-01-09T01:29:34-05:00,2019-01-09T13:44:00-05:00,734.431
2019-01-09T22:37:21-05:00,2019-01-10T07:43:00-05:00,545.635
2019-01-11T02:26:00-05:00,2019-01-11T11:29:00-05:00,543
2019-01-12T03:41:00-05:00,2019-01-12T10:57:00-05:00,436
2019-01-13T02:18:00-05:00,2019-01-13T11:50:00-05:00,572
2019-01-14T01:15:00-05:00,2019-01-14T13:28:00-05:00,733
2019-01-15T01:38:00-05:00,2019-01-15T09:30:00-05:00,472
2019-01-19T02:38:00-05:00,2019-01-19T10:41:00-05:00,483
2019-01-20T02:00:00-05:00,2019-01-20T11:22:00-05:00,562
2019-01-21T02:00:00-05:00,2019-01-21T11:22:00-05:00,562
2019-01-22T01:22:13-05:00,2019-01-22T10:21:00-05:00,538.772
2019-01-23T01:20:49-05:00,2019-01-23T12:45:00-05:00,684.17
2019-01-23T22:16:12-05:00,2019-01-24T06:44:00-05:00,507.789
2019-01-25T01:20:00-05:00,2019-01-25T08:00:00-05:00,400
2019-01-26T02:15:00-05:00,2019-01-26T09:37:00-05:00,442
2019-01-26T14:56:00-05:00,2019-01-26T16:01:00-05:00,65
2019-01-27T01:59:00-05:00,2019-01-27T09:14:00-05:00,435
2019-01-27T15:15:00-05:00,2019-01-27T16:00:00-05:00,45
2019-01-28T00:37:00-05:00,2019-01-28T12:03:00-05:00,686
2019-01-28T23:37:42-05:00,2019-01-29T07:48:00-05:00,490.294
2019-01-30T02:25:00-05:00,2019-01-30T08:58:00-05:00,393
2019-01-31T01:24:00-05:00,2019-01-31T10:00:00-05:00,516
2019-01-31T23:44:14-05:00,2019-02-01T08:26:00-05:00,521.751
2019-02-02T00:55:00-05:00,2019-02-02T09:42:00-05:00,527
2019-02-03T00:10:00-05:00,2019-02-03T10:05:00-05:00,595
2019-02-04T01:04:48-05:00,2019-02-04T10:30:00-05:00,565.195
2019-02-05T01:30:00-05:00,2019-02-05T13:14:00-05:00,704
2019-02-06T01:01:00-05:00,2019-02-06T06:16:00-05:00,315
